Country_Code,Country,Region,Year,Indicator_Name,Indicator_Code,Value,Source
TUR,Turkey,Europe,2020,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.03382015228271,World Bank
TUR,Turkey,Europe,2020,GNI per Capita,NY.GNP.PCAP.CD,9330.0,World Bank
TUR,Turkey,Europe,2020,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,408970000.0,World Bank
TUR,Turkey,Europe,2020,Population,SP.POP.TOTL,83384680.0,World Bank
TUR,Turkey,Europe,2020,Railway Infrastructure,IS.RRS.TOTL.KM,10378.0,World Bank
TUR,Turkey,Europe,2021,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.53787994384766,World Bank
TUR,Turkey,Europe,2021,GNI per Capita,NY.GNP.PCAP.CD,10240.0,World Bank
TUR,Turkey,Europe,2021,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,1134000000.0,World Bank
TUR,Turkey,Europe,2021,Population,SP.POP.TOTL,84147318.0,World Bank
TUR,Turkey,Europe,2021,Railway Infrastructure,IS.RRS.TOTL.KM,10546.0,World Bank
TUR,Turkey,Europe,2022,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.09572005271912,World Bank
TUR,Turkey,Europe,2022,GNI per Capita,NY.GNP.PCAP.CD,10870.0,World Bank
TUR,Turkey,Europe,2022,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,502000000.0,World Bank
TUR,Turkey,Europe,2022,Population,SP.POP.TOTL,84979913.0,World Bank
TUR,Turkey,Europe,2023,GNI per Capita,NY.GNP.PCAP.CD,11980.0,World Bank
TUR,Turkey,Europe,2023,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,433820000.0,World Bank
TUR,Turkey,Europe,2023,Population,SP.POP.TOTL,85325965.0,World Bank
TUR,Turkey,Europe,2024,GNI per Capita,NY.GNP.PCAP.CD,13460.0,World Bank
TUR,Turkey,Europe,2024,Population,SP.POP.TOTL,85518661.0,World Bank
UKR,Ukraine,Europe,2018,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,5.3199200630188,World Bank
UKR,Ukraine,Europe,2018,GNI per Capita,NY.GNP.PCAP.CD,2720.0,World Bank
UKR,Ukraine,Europe,2018,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,669220000.0,World Bank
UKR,Ukraine,Europe,2018,Population,SP.POP.TOTL,45208907.0,World Bank
UKR,Ukraine,Europe,2018,Railway Infrastructure,IS.RRS.TOTL.KM,21625.9,World Bank
UKR,Ukraine,Europe,2019,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,5.44129991531372,World Bank
UKR,Ukraine,Europe,2019,GNI per Capita,NY.GNP.PCAP.CD,3270.0,World Bank
UKR,Ukraine,Europe,2019,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,1348860000.0,World Bank
UKR,Ukraine,Europe,2019,Population,SP.POP.TOTL,44957458.0,World Bank
UKR,Ukraine,Europe,2019,Railway Infrastructure,IS.RRS.TOTL.KM,21625.9,World Bank
UKR,Ukraine,Europe,2020,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,5.38231992721558,World Bank
UKR,Ukraine,Europe,2020,GNI per Capita,NY.GNP.PCAP.CD,3530.0,World Bank
UKR,Ukraine,Europe,2020,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,15000000.0,World Bank
UKR,Ukraine,Europe,2020,Population,SP.POP.TOTL,44680014.0,World Bank
UKR,Ukraine,Europe,2020,Railway Infrastructure,IS.RRS.TOTL.KM,21625.9,World Bank
UKR,Ukraine,Europe,2021,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,5.14011001586914,World Bank
UKR,Ukraine,Europe,2021,GNI per Capita,NY.GNP.PCAP.CD,4060.0,World Bank
UKR,Ukraine,Europe,2021,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,1451000000.0,World Bank
UKR,Ukraine,Europe,2021,Population,SP.POP.TOTL,44298640.0,World Bank
UKR,Ukraine,Europe,2022,GNI per Capita,NY.GNP.PCAP.CD,3930.0,World Bank
UKR,Ukraine,Europe,2022,Population,SP.POP.TOTL,41048766.0,World Bank
UKR,Ukraine,Europe,2023,GNI per Capita,NY.GNP.PCAP.CD,4980.0,World Bank
UKR,Ukraine,Europe,2023,Population,SP.POP.TOTL,37732836.0,World Bank
UKR,Ukraine,Europe,2024,GNI per Capita,NY.GNP.PCAP.CD,5210.0,World Bank
UKR,Ukraine,Europe,2024,Population,SP.POP.TOTL,37860221.0,World Bank
VNM,Vietnam,Asia,2018,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.29537010192871,World Bank
VNM,Vietnam,Asia,2018,GNI per Capita,NY.GNP.PCAP.CD,3020.0,World Bank
VNM,Vietnam,Asia,2018,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,3645700000.0,World Bank
VNM,Vietnam,Asia,2018,Population,SP.POP.TOTL,96237319.0,World Bank
VNM,Vietnam,Asia,2018,Railway Infrastructure,IS.RRS.TOTL.KM,2382.0,World Bank
VNM,Vietnam,Asia,2019,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.08499832693462,World Bank
VNM,Vietnam,Asia,2019,GNI per Capita,NY.GNP.PCAP.CD,3290.0,World Bank
VNM,Vietnam,Asia,2019,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,3180480000.0,World Bank
VNM,Vietnam,Asia,2019,Population,SP.POP.TOTL,97173776.0,World Bank
VNM,Vietnam,Asia,2019,Railway Infrastructure,IS.RRS.TOTL.KM,2481.0,World Bank
VNM,Vietnam,Asia,2020,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.21652900152514,World Bank
VNM,Vietnam,Asia,2020,GNI per Capita,NY.GNP.PCAP.CD,3400.0,World Bank
VNM,Vietnam,Asia,2020,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,2302310000.0,World Bank
VNM,Vietnam,Asia,2020,Population,SP.POP.TOTL,98079191.0,World Bank
VNM,Vietnam,Asia,2020,Railway Infrastructure,IS.RRS.TOTL.KM,3159.0,World Bank
VNM,Vietnam,Asia,2021,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,2.94517488804327,World Bank
VNM,Vietnam,Asia,2021,GNI per Capita,NY.GNP.PCAP.CD,3540.0,World Bank
VNM,Vietnam,Asia,2021,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,3913000000.0,World Bank
VNM,Vietnam,Asia,2021,Population,SP.POP.TOTL,98935098.0,World Bank
VNM,Vietnam,Asia,2021,Railway Infrastructure,IS.RRS.TOTL.KM,3159.0,World Bank
VNM,Vietnam,Asia,2022,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,2.88738689372749,World Bank
VNM,Vietnam,Asia,2022,GNI per Capita,NY.GNP.PCAP.CD,3980.0,World Bank
VNM,Vietnam,Asia,2022,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,2487160000.0,World Bank
VNM,Vietnam,Asia,2022,Population,SP.POP.TOTL,99680655.0,World Bank
VNM,Vietnam,Asia,2023,GNI per Capita,NY.GNP.PCAP.CD,4150.0,World Bank
VNM,Vietnam,Asia,2023,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,117000000.0,World Bank
VNM,Vietnam,Asia,2023,Population,SP.POP.TOTL,100352192.0,World Bank
VNM,Vietnam,Asia,2024,GNI per Capita,NY.GNP.PCAP.CD,4490.0,World Bank
VNM,Vietnam,Asia,2024,Population,SP.POP.TOTL,100987686.0,World Bank
